package_name,banned_versions,severity,weekly_downloads,first_detected,patient_zero,description,attack_vector,priority
lang-codes,"1.0.1, 1.0.2",medium,1000,2025-11-21,false,Compromised package: lang-codes,preinstall script (Shai-Hulud 2.0),3
license-o-matic,"1.2.1, 1.2.2",medium,1000,2025-11-21,false,Compromised package: license-o-matic,preinstall script (Shai-Hulud 2.0),3
lint-staged-imagemin,"1.3.1, 1.3.2",medium,1000,2025-11-21,false,Compromised package: lint-staged-imagemin,preinstall script (Shai-Hulud 2.0),3
lite-serper-mcp-server,0.2.2,medium,1000,2025-11-21,false,Compromised package: lite-serper-mcp-server,preinstall script (Shai-Hulud 2.0),3
luno-api,1.2.3,medium,1000,2025-11-21,false,Compromised package: luno-api,preinstall script (Shai-Hulud 2.0),3
manual-billing-system-miniapp-api,1.3.1,medium,1000,2025-11-21,false,Compromised package: manual-billing-system-miniapp-api,preinstall script (Shai-Hulud 2.0),3
mcfly-semantic-release,1.3.1,medium,1000,2025-11-21,false,Compromised package: mcfly-semantic-release,preinstall script (Shai-Hulud 2.0),3
mcp-knowledge-base,0.0.2,medium,1000,2025-11-21,false,Compromised package: mcp-knowledge-base,preinstall script (Shai-Hulud 2.0),3
mcp-knowledge-graph,1.2.1,medium,1000,2025-11-21,false,Compromised package: mcp-knowledge-graph,preinstall script (Shai-Hulud 2.0),3
medusa-plugin-announcement,0.0.3,medium,1000,2025-11-21,false,Compromised package: medusa-plugin-announcement,preinstall script (Shai-Hulud 2.0),3
medusa-plugin-logs,0.0.17,medium,1000,2025-11-21,false,Compromised package: medusa-plugin-logs,preinstall script (Shai-Hulud 2.0),3
medusa-plugin-momo,0.0.68,medium,1000,2025-11-21,false,Compromised package: medusa-plugin-momo,preinstall script (Shai-Hulud 2.0),3
medusa-plugin-product-reviews-kvy,0.0.4,medium,1000,2025-11-21,false,Compromised package: medusa-plugin-product-reviews-kvy,preinstall script (Shai-Hulud 2.0),3
medusa-plugin-zalopay,0.0.40,medium,1000,2025-11-21,false,Compromised package: medusa-plugin-zalopay,preinstall script (Shai-Hulud 2.0),3
mobioffice-cli,1.0.3,medium,1000,2025-11-21,false,Compromised package: mobioffice-cli,preinstall script (Shai-Hulud 2.0),3
mod10-check-digit,1.0.1,medium,1000,2025-11-21,false,Compromised package: mod10-check-digit,preinstall script (Shai-Hulud 2.0),3
mon-package-react-typescript,1.0.1,medium,1000,2025-11-21,false,Compromised package: mon-package-react-typescript,preinstall script (Shai-Hulud 2.0),3
monorepo-next,"13.0.1, 13.0.2",medium,1000,2025-11-21,false,Compromised package: monorepo-next,preinstall script (Shai-Hulud 2.0),3
mstate-angular,0.4.4,medium,1000,2025-11-21,false,Compromised package: mstate-angular,preinstall script (Shai-Hulud 2.0),3
mstate-cli,0.4.7,medium,1000,2025-11-21,false,Compromised package: mstate-cli,preinstall script (Shai-Hulud 2.0),3
mstate-dev-react,1.1.1,medium,1000,2025-11-21,false,Compromised package: mstate-dev-react,preinstall script (Shai-Hulud 2.0),3
mstate-react,1.6.5,medium,1000,2025-11-21,false,Compromised package: mstate-react,preinstall script (Shai-Hulud 2.0),3
my-saeed-lib,0.1.1,medium,1000,2025-11-21,false,Compromised package: my-saeed-lib,preinstall script (Shai-Hulud 2.0),3
n8n-nodes-tmdb,0.5.1,medium,1000,2025-11-21,false,Compromised package: n8n-nodes-tmdb,preinstall script (Shai-Hulud 2.0),3
n8n-nodes-vercel-ai-sdk,0.1.7,medium,1000,2025-11-21,false,Compromised package: n8n-nodes-vercel-ai-sdk,preinstall script (Shai-Hulud 2.0),3
n8n-nodes-viral-app,0.2.5,medium,1000,2025-11-21,false,Compromised package: n8n-nodes-viral-app,preinstall script (Shai-Hulud 2.0),3
nanoreset,"7.0.1, 7.0.2",medium,1000,2025-11-21,false,Compromised package: nanoreset,preinstall script (Shai-Hulud 2.0),3
next-circular-dependency,"1.0.2, 1.0.3",medium,1000,2025-11-21,false,Compromised package: next-circular-dependency,preinstall script (Shai-Hulud 2.0),3
next-simple-google-analytics,"1.1.1, 1.1.2",medium,1000,2025-11-21,false,Compromised package: next-simple-google-analytics,preinstall script (Shai-Hulud 2.0),3
next-styled-nprogress,"1.0.4, 1.0.5",medium,1000,2025-11-21,false,Compromised package: next-styled-nprogress,preinstall script (Shai-Hulud 2.0),3
ng-imports-checker,"0.0.10, 0.0.9",medium,1000,2025-11-21,false,Compromised package: ng-imports-checker,preinstall script (Shai-Hulud 2.0),3
ng2-file-upload,"8.0.3, 7.0.2, 7.0.3, 8.0.1, 8.0.2, 9.0.1",medium,1000,2025-11-21,false,Compromised package: ng2-file-upload,preinstall script (Shai-Hulud 2.0),3
ngx-bootstrap,"18.1.4, 19.0.3, 20.0.4, 20.0.5, 20.0.6, 19.0.4, 20.0.3",critical,300000,2025-09-15,false,Compromised package: ngx-bootstrap,postinstall script (original Shai-Hulud),1
ngx-color,"10.0.2, 10.0.1",high,20000,2025-11-21,false,Compromised package: ngx-color,preinstall script (Shai-Hulud 2.0),2
ngx-toastr,"19.0.2, 19.0.1",high,20000,2025-11-21,false,Compromised package: ngx-toastr,preinstall script (Shai-Hulud 2.0),2
ngx-trend,8.0.1,high,20000,2025-11-21,false,Compromised package: ngx-trend,preinstall script (Shai-Hulud 2.0),2
ngx-useful-swiper-prosenjit,9.0.2,high,20000,2025-11-21,false,Compromised package: ngx-useful-swiper-prosenjit,preinstall script (Shai-Hulud 2.0),2
ngx-wooapi,12.0.1,high,20000,2025-11-21,false,Compromised package: ngx-wooapi,preinstall script (Shai-Hulud 2.0),2
ngx-ws,"1.1.5, 1.1.6",high,20000,2025-11-21,false,Compromised package: ngx-ws,preinstall script (Shai-Hulud 2.0),2
normal-store,"1.3.1, 1.3.2, 1.3.3, 1.3.4",medium,1000,2025-11-21,false,Compromised package: normal-store,preinstall script (Shai-Hulud 2.0),3
obj-to-css,"1.0.2, 1.0.3",medium,1000,2025-11-21,false,Compromised package: obj-to-css,preinstall script (Shai-Hulud 2.0),3
okta-react-router-6,5.0.1,medium,1000,2025-11-21,false,Compromised package: okta-react-router-6,preinstall script (Shai-Hulud 2.0),3
open2internet,0.1.1,medium,1000,2025-11-21,false,Compromised package: open2internet,preinstall script (Shai-Hulud 2.0),3
oradm-to-gql,"35.0.14, 35.0.15",medium,1000,2025-11-21,false,Compromised package: oradm-to-gql,preinstall script (Shai-Hulud 2.0),3
oradm-to-sqlz,"1.1.2, 1.1.3, 1.1.4, 1.1.5",medium,1000,2025-11-21,false,Compromised package: oradm-to-sqlz,preinstall script (Shai-Hulud 2.0),3
orbit-boxicons,2.1.3,medium,1000,2025-11-21,false,Compromised package: orbit-boxicons,preinstall script (Shai-Hulud 2.0),3
orbit-nebula-draw-tools,1.0.10,medium,1000,2025-11-21,false,Compromised package: orbit-nebula-draw-tools,preinstall script (Shai-Hulud 2.0),3
orbit-nebula-editor,1.0.2,medium,1000,2025-11-21,false,Compromised package: orbit-nebula-editor,preinstall script (Shai-Hulud 2.0),3
orbit-soap,0.43.13,medium,1000,2025-11-21,false,Compromised package: orbit-soap,preinstall script (Shai-Hulud 2.0),3
orchestrix,12.1.2,medium,1000,2025-11-21,false,Compromised package: orchestrix,preinstall script (Shai-Hulud 2.0),3
ove-auto-annotate,"0.0.9, 0.0.10",medium,1000,2025-11-21,false,Compromised package: ove-auto-annotate,preinstall script (Shai-Hulud 2.0),3
package-tester,1.0.1,medium,1000,2025-11-21,false,Compromised package: package-tester,preinstall script (Shai-Hulud 2.0),3
parcel-plugin-asset-copier,"1.1.2, 1.1.3",medium,1000,2025-11-21,false,Compromised package: parcel-plugin-asset-copier,preinstall script (Shai-Hulud 2.0),3
pdf-annotation,0.0.2,medium,1000,2025-11-21,false,Compromised package: pdf-annotation,preinstall script (Shai-Hulud 2.0),3
piclite,1.0.1,medium,1000,2025-11-21,false,Compromised package: piclite,preinstall script (Shai-Hulud 2.0),3
pico-uid,"1.0.3, 1.0.4",medium,1000,2025-11-21,false,Compromised package: pico-uid,preinstall script (Shai-Hulud 2.0),3
pkg-readme,1.1.1,medium,1000,2025-11-21,false,Compromised package: pkg-readme,preinstall script (Shai-Hulud 2.0),3
pm2-gelf-json,"1.0.4, 1.0.5",medium,1000,2025-11-21,false,Compromised package: pm2-gelf-json,preinstall script (Shai-Hulud 2.0),3
poper-react-sdk,0.1.2,medium,1000,2025-11-21,false,Compromised package: poper-react-sdk,preinstall script (Shai-Hulud 2.0),3
posthog-docusaurus,2.0.6,medium,1000,2025-11-21,false,Compromised package: posthog-docusaurus,preinstall script (Shai-Hulud 2.0),3
posthog-js,1.297.3,medium,1000,2025-11-21,false,Compromised package: posthog-js,preinstall script (Shai-Hulud 2.0),3
posthog-node,"4.18.1, 5.11.3, 5.13.3",medium,1000,2025-11-21,false,Compromised package: posthog-node,preinstall script (Shai-Hulud 2.0),3
posthog-plugin-hello-world,1.0.1,medium,1000,2025-11-21,false,Compromised package: posthog-plugin-hello-world,preinstall script (Shai-Hulud 2.0),3
posthog-react-native,"4.11.1, 4.12.5",medium,1000,2025-11-21,false,Compromised package: posthog-react-native,preinstall script (Shai-Hulud 2.0),3
posthog-react-native-session-replay,1.2.2,medium,1000,2025-11-21,false,Compromised package: posthog-react-native-session-replay,preinstall script (Shai-Hulud 2.0),3
prime-one-table,0.0.19,medium,1000,2025-11-21,false,Compromised package: prime-one-table,preinstall script (Shai-Hulud 2.0),3
printjs-rpk,1.6.1,medium,1000,2025-11-21,false,Compromised package: printjs-rpk,preinstall script (Shai-Hulud 2.0),3
prompt-eng,1.0.50,medium,1000,2025-11-21,false,Compromised package: prompt-eng,preinstall script (Shai-Hulud 2.0),3
puny-req,1.0.3,medium,1000,2025-11-21,false,Compromised package: puny-req,preinstall script (Shai-Hulud 2.0),3
ra-auth-firebase,1.0.3,medium,1000,2025-11-21,false,Compromised package: ra-auth-firebase,preinstall script (Shai-Hulud 2.0),3
ra-data-firebase,"1.0.7, 1.0.8",medium,1000,2025-11-21,false,Compromised package: ra-data-firebase,preinstall script (Shai-Hulud 2.0),3
react-complaint-image,"0.0.32, 0.0.33, 0.0.34, 0.0.35",high,15000,2025-11-21,false,Compromised package: react-complaint-image,preinstall script (Shai-Hulud 2.0),2
react-component-taggers,0.1.9,high,15000,2025-11-21,false,Compromised package: react-component-taggers,preinstall script (Shai-Hulud 2.0),2
react-data-to-export,1.0.1,high,15000,2025-11-21,false,Compromised package: react-data-to-export,preinstall script (Shai-Hulud 2.0),2
react-element-prompt-inspector,0.1.18,high,15000,2025-11-21,false,Compromised package: react-element-prompt-inspector,preinstall script (Shai-Hulud 2.0),2
react-favic,1.0.2,high,15000,2025-11-21,false,Compromised package: react-favic,preinstall script (Shai-Hulud 2.0),2
react-hook-form-persist,"3.0.1, 3.0.2",high,15000,2025-11-21,false,Compromised package: react-hook-form-persist,preinstall script (Shai-Hulud 2.0),2
react-jam-icons,"1.0.1, 1.0.2",high,15000,2025-11-21,false,Compromised package: react-jam-icons,preinstall script (Shai-Hulud 2.0),2
react-jsonschema-form-conditionals,"0.3.18, 0.3.19, 0.3.20, 0.3.21",high,15000,2025-11-21,false,Compromised package: react-jsonschema-form-conditionals,preinstall script (Shai-Hulud 2.0),2
react-jsonschema-form-extras,"1.0.1, 1.0.2, 1.0.3, 1.0.4",high,15000,2025-11-21,false,Compromised package: react-jsonschema-form-extras,preinstall script (Shai-Hulud 2.0),2
react-jsonschema-rxnt-extras,"0.4.6, 0.4.7, 0.4.8, 0.4.9",high,15000,2025-11-21,false,Compromised package: react-jsonschema-rxnt-extras,preinstall script (Shai-Hulud 2.0),2
react-keycloak-context,"1.0.8, 1.0.9",high,15000,2025-11-21,false,Compromised package: react-keycloak-context,preinstall script (Shai-Hulud 2.0),2
react-library-setup,0.0.6,high,15000,2025-11-21,false,Compromised package: react-library-setup,preinstall script (Shai-Hulud 2.0),2
react-linear-loader,1.0.2,high,15000,2025-11-21,false,Compromised package: react-linear-loader,preinstall script (Shai-Hulud 2.0),2
react-micromodal.js,"1.0.1, 1.0.2",high,15000,2025-11-21,false,Compromised package: react-micromodal.js,preinstall script (Shai-Hulud 2.0),2
react-native-datepicker-modal,"1.3.1, 1.3.2",high,15000,2025-11-21,false,Compromised package: react-native-datepicker-modal,preinstall script (Shai-Hulud 2.0),2
react-native-email,"2.1.1, 2.1.2",high,15000,2025-11-21,false,Compromised package: react-native-email,preinstall script (Shai-Hulud 2.0),2
react-native-fetch,"2.0.1, 2.0.2",high,15000,2025-11-21,false,Compromised package: react-native-fetch,preinstall script (Shai-Hulud 2.0),2
react-native-get-pixel-dimensions,"1.0.1, 1.0.2",high,15000,2025-11-21,false,Compromised package: react-native-get-pixel-dimensions,preinstall script (Shai-Hulud 2.0),2
react-native-google-maps-directions,2.1.2,high,15000,2025-11-21,false,Compromised package: react-native-google-maps-directions,preinstall script (Shai-Hulud 2.0),2
react-native-jam-icons,"1.0.1, 1.0.2",high,15000,2025-11-21,false,Compromised package: react-native-jam-icons,preinstall script (Shai-Hulud 2.0),2
react-native-log-level,"1.2.1, 1.2.2",high,15000,2025-11-21,false,Compromised package: react-native-log-level,preinstall script (Shai-Hulud 2.0),2
react-native-modest-checkbox,3.3.1,high,15000,2025-11-21,false,Compromised package: react-native-modest-checkbox,preinstall script (Shai-Hulud 2.0),2
react-native-modest-storage,2.1.1,high,15000,2025-11-21,false,Compromised package: react-native-modest-storage,preinstall script (Shai-Hulud 2.0),2
react-native-phone-call,"1.2.1, 1.2.2",high,15000,2025-11-21,false,Compromised package: react-native-phone-call,preinstall script (Shai-Hulud 2.0),2
react-native-retriable-fetch,"2.0.1, 2.0.2",high,15000,2025-11-21,false,Compromised package: react-native-retriable-fetch,preinstall script (Shai-Hulud 2.0),2
react-native-use-modal,1.0.3,high,15000,2025-11-21,false,Compromised package: react-native-use-modal,preinstall script (Shai-Hulud 2.0),2
react-native-view-finder,"1.2.1, 1.2.2",high,15000,2025-11-21,false,Compromised package: react-native-view-finder,preinstall script (Shai-Hulud 2.0),2
react-native-websocket,"1.0.3, 1.0.4",high,15000,2025-11-21,false,Compromised package: react-native-websocket,preinstall script (Shai-Hulud 2.0),2
react-native-worklet-functions,3.3.3,high,15000,2025-11-21,false,Compromised package: react-native-worklet-functions,preinstall script (Shai-Hulud 2.0),2
react-qr-image,1.1.1,high,15000,2025-11-21,false,Compromised package: react-qr-image,preinstall script (Shai-Hulud 2.0),2
rediff,1.0.5,medium,1000,2025-11-21,false,Compromised package: rediff,preinstall script (Shai-Hulud 2.0),3
rediff-viewer,0.0.7,medium,1000,2025-11-21,false,Compromised package: rediff-viewer,preinstall script (Shai-Hulud 2.0),3
redux-router-kit,"1.2.2, 1.2.3, 1.2.4",medium,1000,2025-11-21,false,Compromised package: redux-router-kit,preinstall script (Shai-Hulud 2.0),3
remark-preset-lint-crowdstrike,"4.0.1, 4.0.2",medium,1000,2025-11-21,false,Compromised package: remark-preset-lint-crowdstrike,preinstall script (Shai-Hulud 2.0),3
rollup-plugin-httpfile,0.2.1,medium,1000,2025-11-21,false,Compromised package: rollup-plugin-httpfile,preinstall script (Shai-Hulud 2.0),3
rxnt-authentication,"0.0.5, 0.0.6, 0.0.3, 0.0.4",critical,150,2025-09-15,true,Compromised package: rxnt-authentication,postinstall script (original Shai-Hulud),1
rxnt-healthchecks-nestjs,"1.0.4, 1.0.5, 1.0.2, 1.0.3",medium,1000,2025-11-21,false,Compromised package: rxnt-healthchecks-nestjs,preinstall script (Shai-Hulud 2.0),3
rxnt-kue,"1.0.6, 1.0.7, 1.0.4, 1.0.5",medium,1000,2025-11-21,false,Compromised package: rxnt-kue,preinstall script (Shai-Hulud 2.0),3
sa-company-registration-number-regex,"1.0.1, 1.0.2",medium,1000,2025-11-21,false,Compromised package: sa-company-registration-number-regex,preinstall script (Shai-Hulud 2.0),3
sa-id-gen,"1.0.4, 1.0.5",medium,1000,2025-11-21,false,Compromised package: sa-id-gen,preinstall script (Shai-Hulud 2.0),3
samesame,1.0.3,medium,1000,2025-11-21,false,Compromised package: samesame,preinstall script (Shai-Hulud 2.0),3
scgs-capacitor-subscribe,1.0.11,medium,1000,2025-11-21,false,Compromised package: scgs-capacitor-subscribe,preinstall script (Shai-Hulud 2.0),3
scgsffcreator,1.0.5,medium,1000,2025-11-21,false,Compromised package: scgsffcreator,preinstall script (Shai-Hulud 2.0),3
set-nested-prop,"2.0.1, 2.0.2",medium,1000,2025-11-21,false,Compromised package: set-nested-prop,preinstall script (Shai-Hulud 2.0),3
shelf-jwt-sessions,0.1.2,medium,1000,2025-11-21,false,Compromised package: shelf-jwt-sessions,preinstall script (Shai-Hulud 2.0),3
shell-exec,"1.1.3, 1.1.4",medium,1000,2025-11-21,false,Compromised package: shell-exec,preinstall script (Shai-Hulud 2.0),3
shinhan-limit-scrap,1.0.3,medium,1000,2025-11-21,false,Compromised package: shinhan-limit-scrap,preinstall script (Shai-Hulud 2.0),3
skills-use,"0.1.1, 0.1.2",medium,1000,2025-11-21,false,Compromised package: skills-use,preinstall script (Shai-Hulud 2.0),3
solomon-api-stories,1.0.2,medium,1000,2025-11-21,false,Compromised package: solomon-api-stories,preinstall script (Shai-Hulud 2.0),3
solomon-v3-stories,1.15.6,medium,1000,2025-11-21,false,Compromised package: solomon-v3-stories,preinstall script (Shai-Hulud 2.0),3
solomon-v3-ui-wrapper,1.6.1,medium,1000,2025-11-21,false,Compromised package: solomon-v3-ui-wrapper,preinstall script (Shai-Hulud 2.0),3
sort-by-distance,2.0.1,medium,1000,2025-11-21,false,Compromised package: sort-by-distance,preinstall script (Shai-Hulud 2.0),3
south-african-id-info,1.0.2,medium,1000,2025-11-21,false,Compromised package: south-african-id-info,preinstall script (Shai-Hulud 2.0),3
stat-fns,1.0.1,medium,1000,2025-11-21,false,Compromised package: stat-fns,preinstall script (Shai-Hulud 2.0),3
stoor,2.3.2,medium,1000,2025-11-21,false,Compromised package: stoor,preinstall script (Shai-Hulud 2.0),3
super-commit,1.0.1,medium,1000,2025-11-21,false,Compromised package: super-commit,preinstall script (Shai-Hulud 2.0),3
svelte-autocomplete-select,1.1.1,medium,1000,2025-11-21,false,Compromised package: svelte-autocomplete-select,preinstall script (Shai-Hulud 2.0),3
svelte-toasty,"1.1.2, 1.1.3",medium,1000,2025-11-21,false,Compromised package: svelte-toasty,preinstall script (Shai-Hulud 2.0),3
swc-plugin-component-annotate,"1.9.2, 1.9.1",medium,1000,2025-11-21,false,Compromised package: swc-plugin-component-annotate,preinstall script (Shai-Hulud 2.0),3
tanstack-shadcn-table,1.1.5,medium,1000,2025-11-21,false,Compromised package: tanstack-shadcn-table,preinstall script (Shai-Hulud 2.0),3
tbssnch,1.0.2,medium,1000,2025-11-21,false,Compromised package: tbssnch,preinstall script (Shai-Hulud 2.0),3
tcsp,2.0.2,medium,1000,2025-11-21,false,Compromised package: tcsp,preinstall script (Shai-Hulud 2.0),3
tcsp-draw-test,1.0.5,medium,1000,2025-11-21,false,Compromised package: tcsp-draw-test,preinstall script (Shai-Hulud 2.0),3
tcsp-test-vd,2.4.4,medium,1000,2025-11-21,false,Compromised package: tcsp-test-vd,preinstall script (Shai-Hulud 2.0),3
template-lib,"1.1.3, 1.1.4",medium,1000,2025-11-21,false,Compromised package: template-lib,preinstall script (Shai-Hulud 2.0),3
template-micro-service,"1.0.2, 1.0.3",medium,1000,2025-11-21,false,Compromised package: template-micro-service,preinstall script (Shai-Hulud 2.0),3
tenacious-fetch,"2.3.2, 2.3.3",medium,1000,2025-11-21,false,Compromised package: tenacious-fetch,preinstall script (Shai-Hulud 2.0),3
teselagen-interval-tree,1.1.2,medium,1000,2025-11-21,false,Compromised package: teselagen-interval-tree,preinstall script (Shai-Hulud 2.0),3
test-foundry-app,"1.0.1, 1.0.2, 1.0.3, 1.0.4",medium,1000,2025-11-21,false,Compromised package: test-foundry-app,preinstall script (Shai-Hulud 2.0),3
test-hardhat-app,"1.0.1, 1.0.2, 1.0.3, 1.0.4",medium,1000,2025-11-21,false,Compromised package: test-hardhat-app,preinstall script (Shai-Hulud 2.0),3
test23112222-api,1.0.1,medium,1000,2025-11-21,false,Compromised package: test23112222-api,preinstall script (Shai-Hulud 2.0),3
tg-client-query-builder,"2.14.4, 2.14.5",medium,1000,2025-11-21,false,Compromised package: tg-client-query-builder,preinstall script (Shai-Hulud 2.0),3
tg-redbird,"1.3.1, 1.3.2",medium,1000,2025-11-21,false,Compromised package: tg-redbird,preinstall script (Shai-Hulud 2.0),3
tg-seq-gen,"1.0.9, 1.0.10",medium,1000,2025-11-21,false,Compromised package: tg-seq-gen,preinstall script (Shai-Hulud 2.0),3
thangved-react-grid,1.0.3,medium,1000,2025-11-21,false,Compromised package: thangved-react-grid,preinstall script (Shai-Hulud 2.0),3
tiaan,1.0.2,medium,1000,2025-11-21,false,Compromised package: tiaan,preinstall script (Shai-Hulud 2.0),3
token.js-fork,0.7.32,medium,1000,2025-11-21,false,Compromised package: token.js-fork,preinstall script (Shai-Hulud 2.0),3
trigo-react-app,4.1.2,medium,1000,2025-11-21,false,Compromised package: trigo-react-app,preinstall script (Shai-Hulud 2.0),3
ts-gaussian,"3.0.6, 3.0.5",medium,1000,2025-11-21,false,Compromised package: ts-gaussian,preinstall script (Shai-Hulud 2.0),3
ts-imports,"1.0.1, 1.0.2",medium,1000,2025-11-21,false,Compromised package: ts-imports,preinstall script (Shai-Hulud 2.0),3
tvi-cli,0.1.5,medium,1000,2025-11-21,false,Compromised package: tvi-cli,preinstall script (Shai-Hulud 2.0),3
typefence,"1.2.2, 1.2.3",medium,1000,2025-11-21,false,Compromised package: typefence,preinstall script (Shai-Hulud 2.0),3
typeorm-orbit,0.2.27,medium,1000,2025-11-21,false,Compromised package: typeorm-orbit,preinstall script (Shai-Hulud 2.0),3
undefsafe-typed,"1.0.3, 1.0.4",medium,1000,2025-11-21,false,Compromised package: undefsafe-typed,preinstall script (Shai-Hulud 2.0),3
uplandui,0.5.4,medium,1000,2025-11-21,false,Compromised package: uplandui,preinstall script (Shai-Hulud 2.0),3
upload-to-play-store,"1.0.1, 1.0.2",medium,1000,2025-11-21,false,Compromised package: upload-to-play-store,preinstall script (Shai-Hulud 2.0),3
url-encode-decode,"1.0.1, 1.0.2",medium,1000,2025-11-21,false,Compromised package: url-encode-decode,preinstall script (Shai-Hulud 2.0),3
use-unsaved-changes,1.0.9,medium,1000,2025-11-21,false,Compromised package: use-unsaved-changes,preinstall script (Shai-Hulud 2.0),3
valid-south-african-id,1.0.3,medium,1000,2025-11-21,false,Compromised package: valid-south-african-id,preinstall script (Shai-Hulud 2.0),3
ve-bamreader,"0.2.6, 0.2.7",medium,1000,2025-11-21,false,Compromised package: ve-bamreader,preinstall script (Shai-Hulud 2.0),3
ve-editor,"1.0.1, 1.0.2",medium,1000,2025-11-21,false,Compromised package: ve-editor,preinstall script (Shai-Hulud 2.0),3
verror-extra,6.0.1,medium,1000,2025-11-21,false,Compromised package: verror-extra,preinstall script (Shai-Hulud 2.0),3
vf-oss-template,"1.0.1, 1.0.2, 1.0.3, 1.0.4",medium,1000,2025-11-21,false,Compromised package: vf-oss-template,preinstall script (Shai-Hulud 2.0),3
vite-plugin-httpfile,0.2.1,medium,1000,2025-11-21,false,Compromised package: vite-plugin-httpfile,preinstall script (Shai-Hulud 2.0),3
voip-callkit,"1.0.2, 1.0.3",medium,1000,2025-11-21,false,Compromised package: voip-callkit,preinstall script (Shai-Hulud 2.0),3
vue-browserupdate-nuxt,1.0.5,medium,1000,2025-11-21,false,Compromised package: vue-browserupdate-nuxt,preinstall script (Shai-Hulud 2.0),3
wdio-web-reporter,0.1.3,medium,1000,2025-11-21,false,Compromised package: wdio-web-reporter,preinstall script (Shai-Hulud 2.0),3
web-scraper-mcp,1.1.4,medium,1000,2025-11-21,false,Compromised package: web-scraper-mcp,preinstall script (Shai-Hulud 2.0),3
web-types-htmx,0.1.1,medium,1000,2025-11-21,false,Compromised package: web-types-htmx,preinstall script (Shai-Hulud 2.0),3
web-types-lit,0.1.1,medium,1000,2025-11-21,false,Compromised package: web-types-lit,preinstall script (Shai-Hulud 2.0),3
webpack-loader-httpfile,0.2.1,medium,1000,2025-11-21,false,Compromised package: webpack-loader-httpfile,preinstall script (Shai-Hulud 2.0),3
wellness-expert-ng-gallery,5.1.1,medium,1000,2025-11-21,false,Compromised package: wellness-expert-ng-gallery,preinstall script (Shai-Hulud 2.0),3
wenk,"1.0.10, 1.0.9",medium,1000,2025-11-21,false,Compromised package: wenk,preinstall script (Shai-Hulud 2.0),3
yargs-help-output,5.0.3,medium,1000,2025-11-21,false,Compromised package: yargs-help-output,preinstall script (Shai-Hulud 2.0),3
yoo-styles,6.0.326,medium,1000,2025-11-21,false,Compromised package: yoo-styles,preinstall script (Shai-Hulud 2.0),3
zapier-async-storage,"1.0.1, 1.0.2, 1.0.3",medium,1000,2025-11-21,false,Compromised package: zapier-async-storage,preinstall script (Shai-Hulud 2.0),3
zapier-platform-cli,"18.0.2, 18.0.3, 18.0.4",medium,1000,2025-11-21,false,Compromised package: zapier-platform-cli,preinstall script (Shai-Hulud 2.0),3
zapier-platform-core,"18.0.2, 18.0.3, 18.0.4",medium,1000,2025-11-21,false,Compromised package: zapier-platform-core,preinstall script (Shai-Hulud 2.0),3
zapier-platform-schema,"18.0.2, 18.0.3, 18.0.4",medium,1000,2025-11-21,false,Compromised package: zapier-platform-schema,preinstall script (Shai-Hulud 2.0),3
zapier-scripts,"7.8.3, 7.8.4",medium,1000,2025-11-21,false,Compromised package: zapier-scripts,preinstall script (Shai-Hulud 2.0),3
zuper-cli,1.0.1,medium,1000,2025-11-21,false,Compromised package: zuper-cli,preinstall script (Shai-Hulud 2.0),3
zuper-sdk,1.0.57,medium,1000,2025-11-21,false,Compromised package: zuper-sdk,preinstall script (Shai-Hulud 2.0),3
zuper-stream,2.0.9,medium,1000,2025-11-21,false,Compromised package: zuper-stream,preinstall script (Shai-Hulud 2.0),3
zapier-platform-legacy-scripting-runner,"4.0.2, 4.0.3, 4.0.4",medium,1000,2025-11-21,false,Compromised package: zapier-platform-legacy-scripting-runner,preinstall script (Shai-Hulud 2.0),3
